gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Germ.PGC	Germ.oocyte	Germ.oogonia_STRA8	Germ.oogonia_meiotic	Somatic.OSE	Somatic.granulosa	Somatic.preGC_IIa	Somatic.preGC_IIb
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0BEBB9C26	CRABP2	0.004	0.007	0.001	0.003	0.002	0.008	0.005	0.009
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RXRB	CPI-CC0A06D2C2D	RXRB	0.031	0.03	0.271	0.046	0.194	0.062	0.225	0.134
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RXRB	CPI-CC0974AE49B	RXRB	0.031	0.03	0.271	0.046	0.194	0.062	0.225	0.134
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RXRB	CPI-CC09B046394	RXRB	0.031	0.03	0.271	0.046	0.194	0.062	0.225	0.134
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC036F9AC3C	RXRB	0.031	0.03	0.271	0.046	0.085	0.062	0.028	0.07
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC061CCD0A0	RXRB	0.031	0.03	0.271	0.046	0.085	0.062	0.028	0.07
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC0D32DC80C	RXRB	0.031	0.03	0.271	0.046	0.085	0.062	0.028	0.07
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RXRG	CPI-CC0E829C954	RXRG	0.004	0.03	0.001	0.003	0.002	0.014	0.005	0.009
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RXRG	CPI-CC071BF7D12	RXRG	0.004	0.03	0.001	0.003	0.002	0.014	0.005	0.009
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RXRG	CPI-CC00B974CC4	RXRG	0.004	0.03	0.001	0.003	0.002	0.014	0.005	0.009
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC01AF691C1	RXRG	0.004	0.007	0.001	0.003	0.002	0.008	0.005	0.009
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC000118AA2	RXRG	0.004	0.007	0.001	0.003	0.002	0.008	0.005	0.009
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0BEBB9C26	RXRG	0.004	0.007	0.001	0.003	0.002	0.008	0.005	0.009
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA	CPI-CC0010C54C6	RARA	0.031	0.03	0.348	0.046	0.194	0.062	0.459	0.134
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA	CPI-CC0C61DFEC5	RARA	0.031	0.03	0.348	0.046	0.194	0.062	0.459	0.134
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA	CPI-CC03F7FB36A	RARA	0.031	0.03	0.348	0.046	0.194	0.062	0.459	0.134
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC048F01E8D	RARA	0.031	0.03	0.265	0.046	0.194	0.062	0.243	0.134
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC03C7C010D	RARA	0.031	0.03	0.265	0.046	0.194	0.062	0.243	0.134
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC0564402E8	RARA	0.031	0.03	0.265	0.046	0.194	0.062	0.243	0.134
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB	CPI-CC06F5021B7	RARB	0.031	0.03	0.348	0.046	0.085	0.062	0.028	0.07
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB	CPI-CC021B19C0E	RARB	0.031	0.03	0.348	0.046	0.085	0.062	0.028	0.07
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB	CPI-CC039D8C2A7	RARB	0.031	0.03	0.348	0.046	0.085	0.062	0.028	0.07
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC036F9AC3C	RARB	0.031	0.03	0.271	0.046	0.085	0.062	0.028	0.07
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC061CCD0A0	RARB	0.031	0.03	0.271	0.046	0.085	0.062	0.028	0.07
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC0D32DC80C	RARB	0.031	0.03	0.271	0.046	0.085	0.062	0.028	0.07
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG	CPI-CC065AB1F5E	RARG	0.031	0.007	0.348	0.046	0.064	0.008	0.027	0.013
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG	CPI-CC066507DFB	RARG	0.031	0.007	0.348	0.046	0.064	0.008	0.027	0.013
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG	CPI-CC0BD81688E	RARG	0.031	0.007	0.348	0.046	0.064	0.008	0.027	0.013
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC01AF691C1	RARG	0.004	0.007	0.001	0.003	0.002	0.008	0.005	0.009
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC000118AA2	RARG	0.004	0.007	0.001	0.003	0.002	0.008	0.005	0.009
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0BEBB9C26	RARG	0.004	0.007	0.001	0.003	0.002	0.008	0.005	0.009
RET	P07949	True	RET_HUMAN	RET_receptor_1	CPI-SC08032972C	RET	0.044	0.03	0.023	0.006	0.02	0.136	0.015	0.051
RET	P07949	True	RET_HUMAN	RET_receptor_1	CPI-SC0BDF87EA3	RET	0.044	0.03	0.023	0.006	0.02	0.136	0.015	0.051
RET	P07949	True	RET_HUMAN	RET_receptor_2	CPI-SC060C69786	RET	0.003	0.03	0.002	0.007	0.008	0.006	0.015	0.013
RET	P07949	True	RET_HUMAN	RET_receptor_3	CPI-SC03B346136	RET	0.115	0.03	0.06	0.07	0.001	0.0	0.01	0.002
RET	P07949	True	RET_HUMAN	RET_receptor_4	CPI-SC014EF7114	RET	0.007	0.002	0.013	0.001	0.001	0.0	0.0	0.0
GFRA1	P56159	True	GFRA1_HUMAN	RET_receptor_1	CPI-SC08032972C	GFRA1	0.044	0.03	0.023	0.006	0.02	0.136	0.015	0.051
GFRA1	P56159	True	GFRA1_HUMAN	RET_receptor_1	CPI-SC0BDF87EA3	GFRA1	0.044	0.03	0.023	0.006	0.02	0.136	0.015	0.051
GFRA2	O00451	True	GFRA2_HUMAN	RET_receptor_2	CPI-SC060C69786	GFRA2	0.003	0.03	0.002	0.007	0.008	0.006	0.015	0.013
GFRA3	O60609	True	GFRA3_HUMAN	RET_receptor_3	CPI-SC03B346136	GFRA3	0.115	0.03	0.06	0.07	0.001	0.0	0.01	0.002
GFRA4	Q9GZZ7	True	GFRA4_HUMAN	RET_receptor_4	CPI-SC014EF7114	GFRA4	0.007	0.002	0.013	0.001	0.001	0.0	0.0	0.0
SIRPB1	O00241	True	SIRB1_HUMAN	SIRB1_complex	CPI-SC05C71E348	SIRPB1	0.002	0.01	0.013	0.001	0.002	0.0	0.004	0.001
TYROBP	O43914	True	TYOBP_HUMAN	SIRB1_complex	CPI-SC05C71E348	TYROBP	0.002	0.01	0.013	0.001	0.002	0.0	0.004	0.001
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC0DABCC4B5	TGFBR1	0.089	0.005	0.104	0.034	0.041	0.119	0.045	0.046
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC070741884	TGFBR1	0.089	0.005	0.104	0.034	0.041	0.119	0.045	0.046
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC051FC855D	TGFBR1	0.089	0.005	0.104	0.034	0.041	0.119	0.045	0.046
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC001669E22	TGFBR1	0.124	0.18	0.138	0.311	0.086	0.051	0.074	0.063
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC023986FB9	TGFBR1	0.124	0.18	0.138	0.311	0.086	0.051	0.074	0.063
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	TGFBR1	0.408	0.281	0.54	0.311	0.078	0.172	0.107	0.108
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2B	CPI-SC08968AFE6	TGFBR1	0.408	0.281	0.54	0.311	0.078	0.172	0.107	0.108
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	TGFBR1	0.195	0.091	0.159	0.311	0.141	0.172	0.128	0.144
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC0DABCC4B5	TGFBR2	0.089	0.005	0.104	0.034	0.041	0.119	0.045	0.046
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC070741884	TGFBR2	0.089	0.005	0.104	0.034	0.041	0.119	0.045	0.046
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC051FC855D	TGFBR2	0.089	0.005	0.104	0.034	0.041	0.119	0.045	0.046
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC01AADFEB3	TGFBR2	0.089	0.005	0.057	0.034	0.041	0.051	0.045	0.037
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC0F36DD437	TGFBR2	0.089	0.005	0.057	0.034	0.041	0.051	0.045	0.037
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC074D3FFBC	TGFBR2	0.089	0.005	0.057	0.034	0.041	0.051	0.045	0.037
CRLF2	Q9HC73	True	CRLF2_HUMAN	TSLPR	CPI-SC047CEF2DD	CRLF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRLF2	Q9HC73	True	CRLF2_HUMAN	TSLPR	CPI-SC090068F7B	CRLF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNAR1	P17181	True	INAR1_HUMAN	Type_I_IFNR	CPI-SC06DAFCB1D	IFNAR1	0.151	0.222	0.109	0.086	0.062	0.085	0.058	0.052
IFNAR1	P17181	True	INAR1_HUMAN	Type_I_IFNR	CPI-SC0B0023C1C	IFNAR1	0.151	0.222	0.109	0.086	0.062	0.085	0.058	0.052
IFNAR2	P48551	True	INAR2_HUMAN	Type_I_IFNR	CPI-SC06DAFCB1D	IFNAR2	0.151	0.222	0.109	0.086	0.062	0.085	0.058	0.052
IFNAR2	P48551	True	INAR2_HUMAN	Type_I_IFNR	CPI-SC0B0023C1C	IFNAR2	0.151	0.222	0.109	0.086	0.062	0.085	0.058	0.052
HTR3A	P46098	True	5HT3A_HUMAN	5HTR3_complex	CPI-CC05FBC3704	HTR3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3A	P46098	True	5HT3A_HUMAN	5HTR3_complex	CPI-CC0A803E68B	HTR3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3A	P46098	True	5HT3A_HUMAN	5HTR3_complex	CPI-CC05A3A561B	HTR3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3A	P46098	True	5HT3A_HUMAN	5HTR3_complex	CPI-CC04B128599	HTR3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3A	P46098	True	5HT3A_HUMAN	5HTR3_complex	CPI-CC0859F6623	HTR3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3A	P46098	True	5HT3A_HUMAN	5HTR3_complex	CPI-CC0CC5AE42D	HTR3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3B	O95264	True	5HT3B_HUMAN	5HTR3_complex	CPI-CC05FBC3704	HTR3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3B	O95264	True	5HT3B_HUMAN	5HTR3_complex	CPI-CC0A803E68B	HTR3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3B	O95264	True	5HT3B_HUMAN	5HTR3_complex	CPI-CC05A3A561B	HTR3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3B	O95264	True	5HT3B_HUMAN	5HTR3_complex	CPI-CC04B128599	HTR3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3B	O95264	True	5HT3B_HUMAN	5HTR3_complex	CPI-CC0859F6623	HTR3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3B	O95264	True	5HT3B_HUMAN	5HTR3_complex	CPI-CC0CC5AE42D	HTR3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3C	Q8WXA8	True	5HT3C_HUMAN	5HTR3_complex	CPI-CC05FBC3704	HTR3C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3C	Q8WXA8	True	5HT3C_HUMAN	5HTR3_complex	CPI-CC0A803E68B	HTR3C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3C	Q8WXA8	True	5HT3C_HUMAN	5HTR3_complex	CPI-CC05A3A561B	HTR3C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3C	Q8WXA8	True	5HT3C_HUMAN	5HTR3_complex	CPI-CC04B128599	HTR3C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3C	Q8WXA8	True	5HT3C_HUMAN	5HTR3_complex	CPI-CC0859F6623	HTR3C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3C	Q8WXA8	True	5HT3C_HUMAN	5HTR3_complex	CPI-CC0CC5AE42D	HTR3C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3D	Q70Z44	True	5HT3D_HUMAN	5HTR3_complex	CPI-CC05FBC3704	HTR3D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3D	Q70Z44	True	5HT3D_HUMAN	5HTR3_complex	CPI-CC0A803E68B	HTR3D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3D	Q70Z44	True	5HT3D_HUMAN	5HTR3_complex	CPI-CC05A3A561B	HTR3D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3D	Q70Z44	True	5HT3D_HUMAN	5HTR3_complex	CPI-CC04B128599	HTR3D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3D	Q70Z44	True	5HT3D_HUMAN	5HTR3_complex	CPI-CC0859F6623	HTR3D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3D	Q70Z44	True	5HT3D_HUMAN	5HTR3_complex	CPI-CC0CC5AE42D	HTR3D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3E	A5X5Y0	True	5HT3E_HUMAN	5HTR3_complex	CPI-CC05FBC3704	HTR3E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3E	A5X5Y0	True	5HT3E_HUMAN	5HTR3_complex	CPI-CC0A803E68B	HTR3E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3E	A5X5Y0	True	5HT3E_HUMAN	5HTR3_complex	CPI-CC05A3A561B	HTR3E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3E	A5X5Y0	True	5HT3E_HUMAN	5HTR3_complex	CPI-CC04B128599	HTR3E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3E	A5X5Y0	True	5HT3E_HUMAN	5HTR3_complex	CPI-CC0859F6623	HTR3E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3E	A5X5Y0	True	5HT3E_HUMAN	5HTR3_complex	CPI-CC0CC5AE42D	HTR3E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA2	P47869	True	GBRA2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC0F8CB8104	GABRA2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRA2	P47869	True	GBRA2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC01B9552BA	GABRA2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRA2	P47869	True	GBRA2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC08A636173	GABRA2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRA2	P47869	True	GBRA2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC0F0C72A29	GABRA2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRA2	P47869	True	GBRA2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC002C86EAE	GABRA2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRA2	P47869	True	GBRA2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC06B7CC089	GABRA2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRA2	P47869	True	GBRA2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC0C8C9C0D3	GABRA2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRA2	P47869	True	GBRA2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC03764C8A9	GABRA2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRA2	P47869	True	GBRA2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC06C7F820C	GABRA2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRA2	P47869	True	GBRA2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC08E2CA1DE	GABRA2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRA2	P47869	True	GBRA2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC02F84E602	GABRA2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRA2	P47869	True	GBRA2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC026C1BCB7	GABRA2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRA2	P47869	True	GBRA2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC0BB611F3F	GABRA2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRA2	P47869	True	GBRA2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC078D80A28	GABRA2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC0F8CB8104	GABRB3	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC01B9552BA	GABRB3	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC08A636173	GABRB3	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC0F0C72A29	GABRB3	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC002C86EAE	GABRB3	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC06B7CC089	GABRB3	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC0C8C9C0D3	GABRB3	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC03764C8A9	GABRB3	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC06C7F820C	GABRB3	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC08E2CA1DE	GABRB3	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC02F84E602	GABRB3	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC026C1BCB7	GABRB3	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC0BB611F3F	GABRB3	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC078D80A28	GABRB3	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC035C82A9B	GABRB3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC07D1D1AD0	GABRB3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC01D135078	GABRB3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC019BF818D	GABRB3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC0195F6CE4	GABRB3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC0079D48C9	GABRB3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC0F11405A3	GABRB3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC065D3E23E	GABRB3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC0CCDF6512	GABRB3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC0079A0DC0	GABRB3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC04925CA26	GABRB3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC0EBC54EE6	GABRB3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC0A3EF2F90	GABRB3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC02E7D674A	GABRB3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3e_complex	CPI-CC002F8F1E8	GABRB3	0.083	0.0	0.038	0.008	0.003	0.0	0.001	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3e_complex	CPI-CC0E092014F	GABRB3	0.083	0.0	0.038	0.008	0.003	0.0	0.001	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3e_complex	CPI-CC0D3781D5C	GABRB3	0.083	0.0	0.038	0.008	0.003	0.0	0.001	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3e_complex	CPI-CC08C75F9A4	GABRB3	0.083	0.0	0.038	0.008	0.003	0.0	0.001	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3e_complex	CPI-CC02329B61A	GABRB3	0.083	0.0	0.038	0.008	0.003	0.0	0.001	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3e_complex	CPI-CC0695DEB89	GABRB3	0.083	0.0	0.038	0.008	0.003	0.0	0.001	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3e_complex	CPI-CC0852DD8AB	GABRB3	0.083	0.0	0.038	0.008	0.003	0.0	0.001	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3e_complex	CPI-CC0ACD9602B	GABRB3	0.083	0.0	0.038	0.008	0.003	0.0	0.001	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3e_complex	CPI-CC01D1ED99D	GABRB3	0.083	0.0	0.038	0.008	0.003	0.0	0.001	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3e_complex	CPI-CC024CBCA9B	GABRB3	0.083	0.0	0.038	0.008	0.003	0.0	0.001	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3e_complex	CPI-CC0C8852F39	GABRB3	0.083	0.0	0.038	0.008	0.003	0.0	0.001	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3e_complex	CPI-CC0EAE86252	GABRB3	0.083	0.0	0.038	0.008	0.003	0.0	0.001	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3e_complex	CPI-CC0D90441AB	GABRB3	0.083	0.0	0.038	0.008	0.003	0.0	0.001	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3e_complex	CPI-CC0AA6AA3F7	GABRB3	0.083	0.0	0.038	0.008	0.003	0.0	0.001	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3o_complex	CPI-CC05830C11D	GABRB3	0.15	0.0	0.024	0.008	0.002	0.0	0.002	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3o_complex	CPI-CC0F65C1997	GABRB3	0.15	0.0	0.024	0.008	0.002	0.0	0.002	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3o_complex	CPI-CC040CFDD33	GABRB3	0.15	0.0	0.024	0.008	0.002	0.0	0.002	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3o_complex	CPI-CC05F37DDE7	GABRB3	0.15	0.0	0.024	0.008	0.002	0.0	0.002	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3o_complex	CPI-CC09C537C2D	GABRB3	0.15	0.0	0.024	0.008	0.002	0.0	0.002	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3o_complex	CPI-CC06CA4728D	GABRB3	0.15	0.0	0.024	0.008	0.002	0.0	0.002	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3o_complex	CPI-CC01D8C39D7	GABRB3	0.15	0.0	0.024	0.008	0.002	0.0	0.002	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3o_complex	CPI-CC087A3DDFB	GABRB3	0.15	0.0	0.024	0.008	0.002	0.0	0.002	0.0
