uniprot,protein_name,transmembrane,peripheral,secreted,secreted_desc,secreted_highlight,receptor,receptor_desc,integrin,biosynthetic_pathway_desc,biosynthetic_pathway,other,other_desc,tags,tags_reason,tags_description,pfam,version
P23560,BDNF_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00243;,CellPhoneDBcore<=4.0
P23945,FSHR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;PF12369;PF13306;PF01462;,CellPhoneDBcore<=4.0
P24394,IL4RA_HUMAN,TRUE,FALSE,TRUE,Cytokine,TRUE,TRUE,Cytokine_receptor_add,FALSE,,FALSE,FALSE,,,,,PF09238;,CellPhoneDBcore<=4.0
P24821,TENA_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF07974;PF18720;PF00147;PF00041;,CellPhoneDBcore<=4.0
P25021,HRH2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P25024,CXCR1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Chemokine_receptor CXCR_add,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P25025,CXCR2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Chemokine_receptor CXCR_add,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P25067,CO8A2_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,Collagen,PF00386;PF01391;,CellPhoneDBcore<=4.0
P25089,FPR3_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P25090,FPR2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P25100,ADA1D_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P25103,NK1R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P25445,TNR6_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,TNF_receptor_add,FALSE,,FALSE,FALSE,,,,,PF00531;PF00020;,CellPhoneDBcore<=4.0
P25942,TNR5_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,TNF_receptor_add,FALSE,,FALSE,FALSE,,To_comment,Extracellular_add,,PF00020;,CellPhoneDBcore<=4.0
P26010,ITB7_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,Integrin (uniprot),PF07974;PF08725;PF00362;PF17205;,CellPhoneDBcore<=4.0
P26012,ITB8_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,Integrin (uniprot),,CellPhoneDBcore<=4.0
P26441,CNTF_HUMAN,FALSE,FALSE,TRUE,cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,To_add,,ligandIUPHAR,PF01110;,CellPhoneDBcore<=4.0
P26715,NKG2A_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,KLR_add,FALSE,,FALSE,FALSE,,To_add | To_comment,Extracellular_add,KLR_add (uniprot),PF00059;,CellPhoneDBcore<=4.0
P26717,NKG2C_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,KLR_add,FALSE,,FALSE,FALSE,,To_add | To_comment,Extracellular_add,KLR_add (uniprot),PF00059;,CellPhoneDBcore<=4.0
P26718,NKG2D_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,KLR_add,FALSE,,FALSE,FALSE,,To_comment,Extracellular_add,,PF00059;,CellPhoneDBcore<=4.0
P26842,CD27_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Cytokine_receptor_add,FALSE,,FALSE,FALSE,,To_add,,Cytokine_receptor_add (uniprot),PF00020;,CellPhoneDBcore<=4.0
P26951,IL3RA_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Cytokine_receptor_add,FALSE,,FALSE,FALSE,,To_add,,cytokine_receptor,PF18611;PF09240;,CellPhoneDBcore<=4.0
P26992,CNTFR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00041;,CellPhoneDBcore<=4.0
P27037,AVR2A_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,complex (uniprot),PF01064;PF00069;,CellPhoneDBcore<=4.0
P27487,DPP4_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00930;PF00326;,CellPhoneDBcore<=4.0
P27539,GDF1_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00019;,CellPhoneDBcore<=4.0
P27930,IL1R2_HUMAN,TRUE,FALSE,TRUE,Cytokine,TRUE,TRUE,Cytokine_receptor_add,FALSE,,FALSE,FALSE,,,,,PF00047;PF18452;,CellPhoneDBcore<=4.0
P28221,5HT1D_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P28222,5HT1B_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P28223,5HT2A_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P28335,5HT2C_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P28336,NMBR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P28566,5HT1E_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P28906,CD34_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add,,Possible adhesion molecule (uniprot),PF06365;,CellPhoneDBcore<=4.0
P28907,CD38_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,moonlights as a receptor in cells of the immune system (uniprot),PF02267;,CellPhoneDBcore<=4.0
P28908,TNR8_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,TNF_receptor_add,FALSE,,FALSE,FALSE,,,,,PF00020;,CellPhoneDBcore<=4.0
P29274,AA2AR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P29275,AA2BR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P29317,EPHA2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,Migration,PF14575;PF01404;PF00041;PF07714;PF00536;,CellPhoneDBcore<=4.0
P29320,EPHA3_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,Migration,PF14575;PF01404;PF07699;PF00041;PF07714;PF07647;,CellPhoneDBcore<=4.0
P29322,EPHA8_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF14575;PF01404;PF00041;PF07714;PF00536;,CellPhoneDBcore<=4.0
P29323,EPHB2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_comment,Adhesion_add,,PF14575;PF01404;PF07699;PF00041;PF07714;PF00536;,CellPhoneDBcore<=4.0
P29371,NK3R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P29459,IL12A_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF03039;,CellPhoneDBcore<=4.0
P29460,IL12B_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF10420;,CellPhoneDBcore<=4.0
P29965,CD40L_HUMAN,TRUE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00229;,CellPhoneDBcore<=4.0
P30203,CD6_HUMAN,TRUE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00530;,CellPhoneDBcore<=4.0
P30411,BKRB2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P30518,V2R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P30530,UFO_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00041;PF07714;,CellPhoneDBcore<=4.0
P30532,ACHA5_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P30542,AA1R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P30550,GRPR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P30556,AGTR1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P30559,OXYR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P30872,SSR1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P30874,SSR2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P30926,ACHB4_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P30939,5HT1F_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P30968,GNRHR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P30988,CALCR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00002;PF02793;,CellPhoneDBcore<=4.0
P30990,NEUT_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF07421;,CellPhoneDBcore<=4.0
P31358,CD52_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF15116;,CellPhoneDBcore<=4.0
P31371,FGF9_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00167;,CellPhoneDBcore<=4.0
P31391,SSR4_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,Migration,PF00001;,CellPhoneDBcore<=4.0
P31785,IL2RG_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Cytokine_receptor_add,FALSE,,FALSE,FALSE,,To_add,,cytokine_receptor,PF09240;,CellPhoneDBcore<=4.0
P31997,CEAM8_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_comment,Adhesion_add,,PF13895;PF07686;,CellPhoneDBcore<=4.0
P32004,L1CAM_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF13882;PF00041;PF07679;,CellPhoneDBcore<=4.0
P32238,CCKAR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;PF09193;,CellPhoneDBcore<=4.0
P32239,GASR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P32241,VIPR1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00002;PF02793;,CellPhoneDBcore<=4.0
P32245,MC4R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P32246,CCR1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Chemokine_receptor CCR_add,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P32248,CCR7_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Chemokine_receptor CCR_add,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P32297,ACHA3_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P32302,CXCR5_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Chemokine_receptor CXCR_add,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P32745,SSR3_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P32881,IFNA8_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00143;,CellPhoneDBcore<=4.0
P32927,IL3RB_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Cytokine_receptor_add,FALSE,,FALSE,FALSE,,To_add,,cytokine_receptor,PF09240;PF09294;,CellPhoneDBcore<=4.0
P32942,ICAM3_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add | To_comment,Extracellular_add,Iglike,PF03921;,CellPhoneDBcore<=4.0
P32970,CD70_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,To_add | To_comment,secreted_highlight,Cytokine that binds to CD27 (uniprot),PF00229;,CellPhoneDBcore<=4.0
P32971,TNFL8_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add,,ligandIUPHAR,PF00229;,CellPhoneDBcore<=4.0
P33032,MC5R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P33681,CD80_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add | To_comment,Extracellular_add,Iglike,PF08205;PF07686;,CellPhoneDBcore<=4.0
P34130,NTF4_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00243;,CellPhoneDBcore<=4.0
P34925,RYK_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_remove,,no ensembl,PF07714;PF02019;,CellPhoneDBcore<=4.0
P34969,5HT7R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P34972,CNR2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P34981,TRFR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P34995,PE2R1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P34998,CRFR1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,hormone receptor,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P35070,BTC_HUMAN,TRUE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P35225,IL13_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF03487;,CellPhoneDBcore<=4.0
P35318,ADML_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00214;,CellPhoneDBcore<=4.0
P35346,SSR5_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P35348,ADA1A_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P35367,HRH1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P35368,ADA1B_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P35372,OPRM_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P35408,PE2R4_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P35414,APJ_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P35462,DRD3_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P35555,FBN1_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF12662;PF07645;PF18193;PF00683;,CellPhoneDBcore<=4.0
P35613,BASI_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,Possible_receptor,,CellPhoneDBcore<=4.0
P35916,VGFR3_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF07679;PF07714;PF17988;,CellPhoneDBcore<=4.0
P35968,VGFR2_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF07679;PF00047;PF07714;PF17988;,CellPhoneDBcore<=4.0
P36544,ACHA7_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF02931;PF02932;,CellPhoneDBcore<=4.0
P36888,FLT3_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Cytokine_receptor,FALSE,,FALSE,FALSE,,To_add | To_comment,Extracellular_add,Iglike,PF00047;PF07714;,CellPhoneDBcore<=4.0
P36894,BMR1A_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add | To_comment,Extracellular_add,complex (uniprot),PF01064;PF07714;PF08515;,CellPhoneDBcore<=4.0
P36896,ACV1B_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,IUPHAR,PF01064;PF00069;PF08515;,CellPhoneDBcore<=4.0
P36897,TGFR1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,TGFBeta_receptor_add,FALSE,,FALSE,FALSE,,,,,PF01064;PF00069;PF08515;,CellPhoneDBcore<=4.0
P36941,TNR3_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,TNF_receptor_add,FALSE,,FALSE,FALSE,,To_add,,TNF_receptor_add (uniprot),PF00020;,CellPhoneDBcore<=4.0
P37023,ACVL1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,TGFBeta_receptor_add,FALSE,,FALSE,FALSE,,,,,PF07714;PF08515;,CellPhoneDBcore<=4.0
P37173,TGFR2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,TGFBeta_receptor_add,FALSE,,FALSE,FALSE,,,,,PF08917;PF07714;,CellPhoneDBcore<=4.0
P37288,V1AR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;PF08983;,CellPhoneDBcore<=4.0
P38484,INGR2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Interferon_receptor_add,FALSE,,FALSE,FALSE,,,,,PF09294;PF01108;,CellPhoneDBcore<=4.0
P38570,ITAE_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,Integrin (uniprot),PF01839;PF00357;PF08441;PF00092;,CellPhoneDBcore<=4.0
P39905,GDNF_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00019;,CellPhoneDBcore<=4.0
P40189,IL6RB_HUMAN,TRUE,FALSE,TRUE,Cytokine,TRUE,TRUE,Cytokine_receptor_add,FALSE,,FALSE,FALSE,,,,,PF00041;PF09240;PF06328;,CellPhoneDBcore<=4.0
P40199,CEAM6_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_comment,Adhesion_add,,PF13895;PF07686;,CellPhoneDBcore<=4.0
P40200,TACT_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add | To_comment,Receptor_add | Extracellular_add,Iglike | Receptor_add,,CellPhoneDBcore<=4.0
P40225,TPO_HUMAN,FALSE,FALSE,TRUE,Cytokine | Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00758;,CellPhoneDBcore<=4.0
P40238,TPOR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,cytokine_receptor_add,FALSE,,FALSE,FALSE,,,,,PF09067;PF00041;,CellPhoneDBcore<=4.0
P40933,IL15_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF02372;,CellPhoneDBcore<=4.0
P41143,OPRD_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P41145,OPRK_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P41146,OPRX_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P41159,LEP_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF02024;,CellPhoneDBcore<=4.0
P41217,OX2G_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_comment,Extracellular_add,,PF00047;,CellPhoneDBcore<=4.0
P41221,WNT5A_HUMAN,FALSE,FALSE,TRUE,CellSignal_WNT,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00110;,CellPhoneDBcore<=4.0
P41273,TNFL9_HUMAN,TRUE,FALSE,TRUE,cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,To_add,,ligandIUPHAR,PF00229;,CellPhoneDBcore<=4.0
P41587,VIPR2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00002;PF02793;,CellPhoneDBcore<=4.0
P41595,5HT2B_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P41597,CCR2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Chemokine_receptor CCR_add,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P41968,MC3R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P42081,CD86_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_comment,Extracellular_add,,PF13895;PF07686;,CellPhoneDBcore<=4.0
P42127,ASIP_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P42701,I12R1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Cytokine_receptor,FALSE,,FALSE,FALSE,,To_add,,cytokine_receptor,PF00041;,CellPhoneDBcore<=4.0
P42702,LIFR_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,Cytokine_receptor_add,FALSE,,FALSE,FALSE,,,,,PF00041;PF17971;PF18207;,CellPhoneDBcore<=4.0
P42830,CXCL5_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00048;,CellPhoneDBcore<=4.0
P43026,GDF5_HUMAN,TRUE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00019;PF00688;,CellPhoneDBcore<=4.0
P43088,PF2R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P43115,PE2R3_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P43116,PE2R2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P43119,PI2R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P43146,DCC_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,Iglike,,CellPhoneDBcore<=4.0
P43220,GLP1R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P43489,TNR4_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,TNF_receptor_add,FALSE,,FALSE,FALSE,,To_add,,TNF_receptor_add (uniprot),PF00020;,CellPhoneDBcore<=4.0
P43626,KI2L1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,KIR_add,FALSE,,FALSE,FALSE,,To_comment,Extracellular_add,,PF00047;,CellPhoneDBcore<=4.0
P43628,KI2L3_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,KIR_add,FALSE,,FALSE,FALSE,,To_comment,Extracellular_add,,PF00047;,CellPhoneDBcore<=4.0
