id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version,interactors,classification,directionality,modulatory_effect
,P01374,Q92956,TNFB_HUMAN,TNR14_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,LTA-TNFRSF14,Signaling by Tumor necrosis factor,Ligand-Receptor,
,P01374,P19438,TNFB_HUMAN,TNR1A_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,LTA-TNFRSF1A,Signaling by Tumor necrosis factor,Ligand-Receptor,
,P01374,P20333,TNFB_HUMAN,TNR1B_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,LTA-TNFRSF1B,Signaling by Tumor necrosis factor,Ligand-Receptor,
,P01375,P19438,TNFA_HUMAN,TNR1A_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNF-TNFRSF1A,Signaling by Tumor necrosis factor,Ligand-Receptor,
,P01375,P20333,TNFA_HUMAN,TNR1B_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNF-TNFRSF1B,Signaling by Tumor necrosis factor,Ligand-Receptor,
,P50591,O00220,TNF10_HUMAN,TR10A_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF10-TNFRSF10A,Signaling by Tumor necrosis factor,Ligand-Receptor,
,P50591,O14763,TNF10_HUMAN,TR10B_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF10-TNFRSF10B,Signaling by Tumor necrosis factor,Ligand-Receptor,
,P50591,O14798,TNF10_HUMAN,TR10C_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF10-TNFRSF10C,Signaling by Tumor necrosis factor,Ligand-Receptor,
,P50591,Q9UBN6,TNF10_HUMAN,TR10D_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF10-TNFRSF10D,Signaling by Tumor necrosis factor,Ligand-Receptor,
,P50591,O00300,TNF10_HUMAN,TR11B_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF10-TNFRSF11B,Signaling by Tumor necrosis factor,Ligand-Receptor,
,O14788,Q9Y6Q6,TNF11_HUMAN,TNR11_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF11-TNFRSF11A,Signaling by Tumor necrosis factor,Ligand-Receptor,
,O14788,O00300,TNF11_HUMAN,TR11B_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF11-TNFRSF11B,Signaling by Tumor necrosis factor,Ligand-Receptor,
,O43508,Q9NP84,TNF12_HUMAN,TNR12_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF12-TNFRSF12A,Signaling by Tumor necrosis factor,Ligand-Receptor,
,O43508,Q93038,TNF12_HUMAN,TNR25_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,TNFSF12-TNFRSF25,Signaling by Tumor necrosis factor,Ligand-Receptor,
,O75888,O14836,TNF13_HUMAN,TR13B_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF13-TNFRSF13B,Signaling by Tumor necrosis factor,Ligand-Receptor,
,O75888,Q02223,TNF13_HUMAN,TNR17_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF13-TNFRSF17,Signaling by Tumor necrosis factor,Ligand-Receptor,
,Q9Y275,O14836,TN13B_HUMAN,TR13B_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF13B-TNFRSF13B,Signaling by Tumor necrosis factor,Ligand-Receptor,
,Q9Y275,Q96RJ3,TN13B_HUMAN,TR13C_HUMAN,curated,uniprot;reactome,True,JRodriguezUbreva,R-HSA-5676540,R-HSA-5676599,R-HSA-1280215,,,CellPhoneDBcore<=4.1,TNFSF13B-TNFRSF13C,Signaling by Tumor necrosis factor,Ligand-Receptor,
,Q9Y275,Q02223,TN13B_HUMAN,TNR17_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF13B-TNFRSF17,Signaling by Tumor necrosis factor,Ligand-Receptor,
,O43557,P36941,TNF14_HUMAN,TNR3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF14-LTBR,Signaling by Tumor necrosis factor,Ligand-Receptor,
,O43557,Q92956,TNF14_HUMAN,TNR14_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF14-TNFRSF14,Signaling by Tumor necrosis factor,Ligand-Receptor,
,O43557,O95407,TNF14_HUMAN,TNF6B_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF14-TNFRSF6B,Signaling by Tumor necrosis factor,Ligand-Receptor,
,O95150,Q93038,TNF15_HUMAN,TNR25_HUMAN,curated,reactome,True,LGarciaAlonso,R-HSA-5693013,R-HSA-5693012,,,,CellPhoneDBcore<=4.1,TNFSF15-TNFRSF25,Signaling by Tumor necrosis factor,Ligand-Receptor,
,O95150,O95407,TNF15_HUMAN,TNF6B_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF15-TNFRSF6B,Signaling by Tumor necrosis factor,Ligand-Receptor,
,Q9UNG2,Q9Y5U5,TNF18_HUMAN,TNR18_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF18-TNFRSF18,Signaling by Tumor necrosis factor,Ligand-Receptor,
,P23510,P43489,TNFL4_HUMAN,TNR4_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF4-TNFRSF4,Signaling by Tumor necrosis factor,Ligand-Receptor,
,P32971,P28908,TNFL8_HUMAN,TNR8_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF8-TNFRSF8,Signaling by Tumor necrosis factor,Ligand-Receptor,
,P41273,Q07011,TNFL9_HUMAN,TNR9_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,TNFSF9-TNFRSF9,Signaling by Tumor necrosis factor,Ligand-Receptor,
,P55089,P34998,UCN1_HUMAN,CRFR1_HUMAN,curated,uniprot;reactome,True,LGarciaAlonso,,R-HSA-420173,,,,CellPhoneDBcore<=4.1,UCN-CRHR1,Signaling by Urocortin/Urotensin,Ligand-Receptor,
,P55089,Q13324,UCN1_HUMAN,CRFR2_HUMAN,curated,uniprot;reactome,True,LGarciaAlonso,,R-HSA-420173,,,,CellPhoneDBcore<=4.1,UCN-CRHR2,Signaling by Urocortin/Urotensin,Ligand-Receptor,
,Q96RP3,P34998,UCN2_HUMAN,CRFR1_HUMAN,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),True,JCranley,,,,,,CellPhoneDBcore4.1,UCN2-CRHR1,Signaling by Urocortin/Urotensin,Ligand-Receptor,
,Q96RP3,Q13324,UCN2_HUMAN,CRFR2_HUMAN,curated,uniprot,True,LGarciaAlonso,,R-HSA-8937631,,,,CellPhoneDBcore<=4.1,UCN2-CRHR2,Signaling by Urocortin/Urotensin,Ligand-Receptor,
,Q969E3,Q13324,UCN3_HUMAN,CRFR2_HUMAN,curated,uniprot,True,LGarciaAlonso,,R-HSA-8937631,,,,CellPhoneDBcore<=4.1,UCN3-CRHR2,Signaling by Urocortin/Urotensin,Ligand-Receptor,
,O95399,Q9UKP6,UTS2_HUMAN,UR2R_HUMAN,curated,uniprot;reactome,True,LGarciaAlonso,,R-HSA-445113,,,,CellPhoneDBcore<=4.1,UTS2-UTS2R,Signaling by Urocortin/Urotensin,Ligand-Receptor,
,Q765I0,Q9UKP6,UTS2B_HUMAN,UR2R_HUMAN,curated,uniprot;reactome,True,MCSanchoSerra,,,,,,CellPhoneDBcore<=4.1,UTS2B-UTS2R,Signaling by Urocortin/Urotensin,Ligand-Receptor,
,P15692,P17948,VEGFA_HUMAN,VGFR1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,VEGFA-FLT1,Signaling by Vascular endothelial growth factor,Ligand-Receptor,
,P15692,FLT1_complex,VEGFA_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,VEGFA-FLT1+KDR,Signaling by Vascular endothelial growth factor,Ligand-Receptor,
,P15692,P35968,VEGFA_HUMAN,VGFR2_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,VEGFA-KDR,Signaling by Vascular endothelial growth factor,Ligand-Receptor,
,P15692,O14786,VEGFA_HUMAN,NRP1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,VEGFA-NRP1,Signaling by Vascular endothelial growth factor,Ligand-Receptor,
,P15692,O60462,VEGFA_HUMAN,NRP2_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,VEGFA-NRP2,Signaling by Vascular endothelial growth factor,Ligand-Receptor,
,P49765,P17948,VEGFB_HUMAN,VGFR1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,VEGFB-FLT1,Signaling by Vascular endothelial growth factor,Ligand-Receptor,
,P49765,FLT1_complex,VEGFB_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,VEGFB-FLT1+KDR,Signaling by Vascular endothelial growth factor,Ligand-Receptor,
,P49765,O14786,VEGFB_HUMAN,NRP1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,VEGFB-NRP1,Signaling by Vascular endothelial growth factor,Ligand-Receptor,
,P49767,P35916,VEGFC_HUMAN,VGFR3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,VEGFC-FLT4,Signaling by Vascular endothelial growth factor,Ligand-Receptor,
,P49767,P35968,VEGFC_HUMAN,VGFR2_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,VEGFC-KDR,Signaling by Vascular endothelial growth factor,Ligand-Receptor,
,O43915,P35916,VEGFD_HUMAN,VGFR3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,VEGFD-FLT4,Signaling by Vascular endothelial growth factor,Ligand-Receptor,
,O43915,P35968,VEGFD_HUMAN,VGFR2_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,VEGFD-KDR,Signaling by Vascular endothelial growth factor,Ligand-Receptor,
,P01282,P41586,VIP_HUMAN,PACR_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,VIP-ADCYAP1R1,Signaling by Vasoactive Intestinal Peptide,Ligand-Receptor,
,P01282,P47872,VIP_HUMAN,SCTR_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,VIP-SCTR,Signaling by Vasoactive Intestinal Peptide,Ligand-Receptor,
,P01282,P32241,VIP_HUMAN,VIPR1_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,VIP-VIPR1,Signaling by Vasoactive Intestinal Peptide,Ligand-Receptor,
,P01282,P41587,VIP_HUMAN,VIPR2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,VIP-VIPR2,Signaling by Vasoactive Intestinal Peptide,Ligand-Receptor,
,P01185,P37288,NEU2_HUMAN,V1AR_HUMAN,curated,reactome,True,LGarciaAlonso,,R-HSA-388468,,,,CellPhoneDBcore<=4.1,AVP-AVPR1A,Signaling by Vasopressin,Ligand-Receptor,
,P01185,P47901,NEU2_HUMAN,V1BR_HUMAN,curated,reactome,True,LGarciaAlonso,,R-HSA-388468,,,,CellPhoneDBcore<=4.1,AVP-AVPR1B,Signaling by Vasopressin,Ligand-Receptor,
,P01185,P30518,NEU2_HUMAN,V2R_HUMAN,curated,reactome,True,LGarciaAlonso,,R-HSA-392263,,,,CellPhoneDBcore<=4.1,AVP-AVPR2,Signaling by Vasopressin,Ligand-Receptor,
,P01185,P30559,NEU2_HUMAN,OXYR_HUMAN,curated,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),True,JCranley,,,,,,CellPhoneDBcore4.1,AVP-OXTR,Signaling by Vasopressin,Ligand-Receptor,
,P04275,Glycoprotein_Ib_complex,VWF_HUMAN,,curated,PDB:1m10_partially,True,RVentoTormo,,,,,Platets_needed_for_its_activation,CellPhoneDBcore<=4.1,VWF-GP1BA+GP1BB,Signaling by von Willebrand factor,Ligand-Receptor,
,P04275,integrin_aVb3_complex,VWF_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,VWF-ITGAV+ITGB3,Signaling by von Willebrand factor,Ligand-Receptor,
,O94907,O75197,DKK1_HUMAN,LRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. It requires the co_receptor KREMEN1 & KREMEN2. Soluble proteins,CellPhoneDBcore<=4.1,DKK1-LRP5,Signaling by WNT,Ligand-Receptor,
,O94907,O75581,DKK1_HUMAN,LRP6_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. It requires the co_receptor KREMEN1 & KREMEN2. Soluble proteins,CellPhoneDBcore<=4.1,DKK1-LRP6,Signaling by WNT,Ligand-Receptor,
,Q9UBU2,O75581,DKK2_HUMAN,LRP6_HUMAN,curated,uniprot;PMID:30035713,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,DKK2-LRP6,Signaling by WNT,Ligand-Receptor,
,P04628,O95813,WNT1_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT1-CER1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P04628,Q92765,WNT1_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT1-FRZB,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P04628,FZD1_LRP5,WNT1_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD1+LRP5,Signaling by WNT,Ligand-Receptor,
,P04628,FZD1_LRP6,WNT1_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD1+LRP6,Signaling by WNT,Ligand-Receptor,
,P04628,FZD10_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD10+LRP5,Signaling by WNT,Ligand-Receptor,
,P04628,FZD10_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD10+LRP6,Signaling by WNT,Ligand-Receptor,
,P04628,FZD2_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD2+LRP5,Signaling by WNT,Ligand-Receptor,
,P04628,FZD2_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD2+LRP6,Signaling by WNT,Ligand-Receptor,
,P04628,FZD3_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD3+LRP5,Signaling by WNT,Ligand-Receptor,
,P04628,FZD3_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD3+LRP6,Signaling by WNT,Ligand-Receptor,
,P04628,FZD4_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD4+LRP5,Signaling by WNT,Ligand-Receptor,
,P04628,FZD4_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD4+LRP6,Signaling by WNT,Ligand-Receptor,
,P04628,FZD5_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD5+LRP5,Signaling by WNT,Ligand-Receptor,
,P04628,FZD5_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD5+LRP6,Signaling by WNT,Ligand-Receptor,
,P04628,FZD6_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD6+LRP5,Signaling by WNT,Ligand-Receptor,
,P04628,FZD6_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD6+LRP6,Signaling by WNT,Ligand-Receptor,
,P04628,FZD7_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD7+LRP5,Signaling by WNT,Ligand-Receptor,
,P04628,FZD7_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD7+LRP6,Signaling by WNT,Ligand-Receptor,
,P04628,FZD8_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD8+LRP5,Signaling by WNT,Ligand-Receptor,
,P04628,FZD8_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD8+LRP6,Signaling by WNT,Ligand-Receptor,
,P04628,FDZ8_RYK,WNT1_HUMAN,,curated,reactome;uniprot,True,LGarciaAlonso,,R-HSA-5323545,R-HSA-5368598,,,CellPhoneDBcore<=4.1,WNT1-FZD8+RYK,Signaling by WNT,Ligand-Receptor,
,P04628,FZD9_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD9+LRP5,Signaling by WNT,Ligand-Receptor,
,P04628,FZD9_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT1-FZD9+LRP6,Signaling by WNT,Ligand-Receptor,
,P04628,Q8N474,WNT1_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT1-SFRP1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P04628,Q96HF1,WNT1_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT1-SFRP2,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P04628,Q6FHJ7,WNT1_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT1-SFRP4,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P04628,Q5T4F7,WNT1_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT1-SFRP5,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P04628,Q9Y5W5,WNT1_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT1-WIF1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q9GZT5,Q92765,WN10A_HUMAN,SFRP3_HUMAN,curated,PMID:29979633,True,LGarciaAlonso,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT10A-FRZB,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q9GZT5,FZD1_LRP5,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT10A-FZD1+LRP5,Signaling by WNT,Ligand-Receptor,
,Q9GZT5,FZD1_LRP6,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT10A-FZD1+LRP6,Signaling by WNT,Ligand-Receptor,
,Q9GZT5,FZD5_LRP5,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT10A-FZD5+LRP5,Signaling by WNT,Ligand-Receptor,
,Q9GZT5,FZD5_LRP6,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT10A-FZD5+LRP6,Signaling by WNT,Ligand-Receptor,
,Q9GZT5,FZD7_LRP5,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT10A-FZD7+LRP5,Signaling by WNT,Ligand-Receptor,
,Q9GZT5,FZD7_LRP6,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT10A-FZD7+LRP6,Signaling by WNT,Ligand-Receptor,
,Q9GZT5,FZD8_LRP5,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT10A-FZD8+LRP5,Signaling by WNT,Ligand-Receptor,
,Q9GZT5,FZD8_LRP6,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT10A-FZD8+LRP6,Signaling by WNT,Ligand-Receptor,
,O96014,O95813,WNT11_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT11-CER1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,O96014,Q92765,WNT11_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT11-FRZB,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,O96014,FZD1_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD1+LRP5,Signaling by WNT,Ligand-Receptor,
,O96014,FZD1_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD1+LRP6,Signaling by WNT,Ligand-Receptor,
,O96014,FZD10_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD10+LRP5,Signaling by WNT,Ligand-Receptor,
,O96014,FZD10_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD10+LRP6,Signaling by WNT,Ligand-Receptor,
,O96014,FZD2_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD2+LRP5,Signaling by WNT,Ligand-Receptor,
,O96014,FZD2_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD2+LRP6,Signaling by WNT,Ligand-Receptor,
,O96014,FZD3_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD3+LRP5,Signaling by WNT,Ligand-Receptor,
,O96014,FZD3_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD3+LRP6,Signaling by WNT,Ligand-Receptor,
,O96014,FZD4_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD4+LRP5,Signaling by WNT,Ligand-Receptor,
,O96014,FZD4_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD4+LRP6,Signaling by WNT,Ligand-Receptor,
,O96014,FZD5_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD5+LRP5,Signaling by WNT,Ligand-Receptor,
,O96014,FZD5_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD5+LRP6,Signaling by WNT,Ligand-Receptor,
,O96014,FZD6_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD6+LRP5,Signaling by WNT,Ligand-Receptor,
,O96014,FZD6_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD6+LRP6,Signaling by WNT,Ligand-Receptor,
,O96014,FZD7_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD7+LRP5,Signaling by WNT,Ligand-Receptor,
,O96014,FZD7_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD7+LRP6,Signaling by WNT,Ligand-Receptor,
,O96014,FZD8_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD8+LRP5,Signaling by WNT,Ligand-Receptor,
,O96014,FZD8_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD8+LRP6,Signaling by WNT,Ligand-Receptor,
,O96014,FZD9_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD9+LRP5,Signaling by WNT,Ligand-Receptor,
,O96014,FZD9_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT11-FZD9+LRP6,Signaling by WNT,Ligand-Receptor,
